"id","parcel_apn","sthsnum","ststname","stsuffix","stcity","ststate","stzip"
220607570,"138 5009060012","200","HOUSATONIC","AVE","STRATFORD","CT","06615"
122009419,"138 5009060012","200","HOUSATONIC","AVE","STRATFORD","CT","06615"
220561316,"138 5009060026","364","HOUSATONIC","AVE","STRATFORD","CT","06615"
122001365,"138 5009060026","364","HOUSATONIC","AVE","STRATFORD","CT","06615"
11417741,"138 6005010003","258","BREAKERS","LN","STRATFORD","CT","06615"
220665054,"138 6005010003","258","BREAKERS","LN","STRATFORD","CT","06615"
122019589,"138 6005010003","258","BREAKERS","LN","STRATFORD","CT","06615"
220681918,"138 5003020003","1207","STRATFORD","RD","STRATFORD","CT","06615"
122022432,"138 5003020003","1207","STRATFORD","RD","STRATFORD","CT","06615"
11417880,"138 5003020003","1207","STRATFORD","RD","STRATFORD","CT","06615"
220951067,"138 5002080004","420","PROSPECT","DR","STRATFORD","CT","06615"
11279795,"138 5002080004","420","PROSPECT","DR","STRATFORD","CT","06615"
121992405,"138 6002090003","464","PARK","BLVD","STRATFORD","CT","06615"
11402868,"138 6002090003","464","PARK","BLVD","STRATFORD","CT","06615"
101723907,"130 762","104","TRANSYLVANIA","RD","SOUTHBURY","CT","06488"
358246674,"081 6-12/010A","311","BURR HALL","RD","MIDDLEBURY","CT","06762"
357133119,"081 6-12/010A","311","BURR HALL","RD","MIDDLEBURY","CT","06762"
230054111,"081 6-12/010A","311","BURR HALL","RD","MIDDLEBURY","CT","06762"
347448340,"081 6-12/010A","311","BURR HALL","RD","MIDDLEBURY","CT","06762"
220434950,"081 6-12/010A","311","BURR HALL","RD","MIDDLEBURY","CT","06762"
207073059,"081 6-12/010A","311","BURR HALL","RD","MIDDLEBURY","CT","06762"
108330334,"081 6-12/010A","311","BURR HALL","RD","MIDDLEBURY","CT","06762"
104578620,"081 6-12/010A","311","BURR HALL","RD","MIDDLEBURY","CT","06762"
6136127,"081 6-12/010A","311","BURR HALL","RD","MIDDLEBURY","CT","06762"
101728834,"081 6-12/010A","311","BURR HALL","RD","MIDDLEBURY","CT","06762"
359374553,"130 1132","386","PURCHASE","RD","SOUTHBURY","CT","06488"
348495096,"130 1132","386","PURCHASE","RD","SOUTHBURY","CT","06488"
230852896,"130 1132","386","PURCHASE","RD","SOUTHBURY","CT","06488"
221352999,"130 1132","386","PURCHASE","RD","SOUTHBURY","CT","06488"
207976620,"130 1132","386","PURCHASE","RD","SOUTHBURY","CT","06488"
108478673,"130 1132","386","PURCHASE","RD","SOUTHBURY","CT","06488"
104715516,"130 1132","386","PURCHASE","RD","SOUTHBURY","CT","06488"
6382395,"130 1132","386","PURCHASE","RD","SOUTHBURY","CT","06488"
101856770,"130 1132","386","PURCHASE","RD","SOUTHBURY","CT","06488"
348485058,"130 1195","501","PURCHASE","RD","SOUTHBURY","CT","06488"
230844280,"130 1195","501","PURCHASE","RD","SOUTHBURY","CT","06488"
221345203,"130 1195","501","PURCHASE","RD","SOUTHBURY","CT","06488"
207968059,"130 1195","501","PURCHASE","RD","SOUTHBURY","CT","06488"
108477338,"130 1195","501","PURCHASE","RD","SOUTHBURY","CT","06488"
104714223,"130 1195","501","PURCHASE","RD","SOUTHBURY","CT","06488"
6377451,"130 1195","501","PURCHASE","RD","SOUTHBURY","CT","06488"
101855376,"130 1195","501","PURCHASE","RD","SOUTHBURY","CT","06488"
202501008,"104 015-001-003.000-0000","420R","PLAIN HILL","RD","NORWICH","CT","06360"
120577173,"104 015-001-003.000-0000","420R","PLAIN HILL","RD","NORWICH","CT","06360"
13615349,"104 015-001-003.000-0000","420R","PLAIN HILL","RD","NORWICH","CT","06360"
202665782,"104 028-001-013.000-0000","292R","PLAIN HILL","RD","NORWICH","CT","06360"
120604568,"104 028-001-013.000-0000","292R","PLAIN HILL","RD","NORWICH","CT","06360"
13625192,"104 028-001-013.000-0000","292R","PLAIN HILL","RD","NORWICH","CT","06360"
202780731,"104 016-001-008.000-0000","77R","WHITE PLAINS","RD","NORWICH","CT","06360"
120623227,"104 016-001-008.000-0000","77R","WHITE PLAINS","RD","NORWICH","CT","06360"
13630966,"104 016-001-008.000-0000","77R","WHITE PLAINS","RD","NORWICH","CT","06360"
202779951,"104 017-001-008.000-0000","79R","WHITE PLAINS","RD","NORWICH","CT","06360"
120623081,"104 017-001-008.000-0000","79R","WHITE PLAINS","RD","NORWICH","CT","06360"
13627292,"104 017-001-008.000-0000","79R","WHITE PLAINS","RD","NORWICH","CT","06360"
13902795,"059 260912968374","311","SANDY HOLLOW","RD","MYSTIC","CT","06355"
359494031,"130 1207","228","KUHNE","RD","SOUTHBURY","CT","06488"
348601860,"130 1207","228","KUHNE","RD","SOUTHBURY","CT","06488"
230941793,"130 1207","228","KUHNE","RD","SOUTHBURY","CT","06488"
221439109,"130 1207","228","KUHNE","RD","SOUTHBURY","CT","06488"
208069958,"130 1207","228","KUHNE","RD","SOUTHBURY","CT","06488"
108492837,"130 1207","228","KUHNE","RD","SOUTHBURY","CT","06488"
104728907,"130 1207","228","KUHNE","RD","SOUTHBURY","CT","06488"
6433279,"130 1207","228","KUHNE","RD","SOUTHBURY","CT","06488"
101871225,"130 1207","228","KUHNE","RD","SOUTHBURY","CT","06488"
358229723,"130 1303","1494","PURCHASE BROOK","RD","SOUTHBURY","CT","06488"
357087356,"130 1303","1494","PURCHASE BROOK","RD","SOUTHBURY","CT","06488"
230046139,"130 1303","1494","PURCHASE BROOK","RD","SOUTHBURY","CT","06488"
347410976,"130 1303","1494","PURCHASE BROOK","RD","SOUTHBURY","CT","06488"
220399704,"130 1303","1494","PURCHASE BROOK","RD","SOUTHBURY","CT","06488"
207039821,"130 1303","1494","PURCHASE BROOK","RD","SOUTHBURY","CT","06488"
108323397,"130 1303","1494","PURCHASE BROOK","RD","SOUTHBURY","CT","06488"
104573619,"130 1303","1494","PURCHASE BROOK","RD","SOUTHBURY","CT","06488"
6450798,"130 1303","1494","PURCHASE BROOK","RD","SOUTHBURY","CT","06488"
101722900,"130 1303","1494","PURCHASE BROOK","RD","SOUTHBURY","CT","06488"
202828269,"104 030-001-016.000-0000","300","CANTERBURY","TPKE","NORWICH","CT","06360"
120631024,"104 030-001-016.000-0000","300","CANTERBURY","TPKE","NORWICH","CT","06360"
13638832,"104 030-001-016.000-0000","300","CANTERBURY","TPKE","NORWICH","CT","06360"
202557424,"121 15/048-B00","310","BUCKLEY","RD","SALEM","CT","06420"
120586889,"121 15/048-B00","310","BUCKLEY","RD","SALEM","CT","06420"
13628596,"121 15/048-B00","310","BUCKLEY","RD","SALEM","CT","06420"
202869863,"121 15/028-000","329","WITTER","RD","SALEM","CT","06420"
120638047,"121 15/028-000","329","WITTER","RD","SALEM","CT","06420"
13649025,"121 15/028-000","329","WITTER","RD","SALEM","CT","06420"
202810916,"121 12/022-A00","370R","OLD COLCHESTER","RD","SALEM","CT","06420"
358337316,"130 414","1121","BRITAIN","RD","SOUTHBURY","CT","06488"
357296055,"130 414","1121","BRITAIN","RD","SOUTHBURY","CT","06488"
230124565,"130 414","1121","BRITAIN","RD","SOUTHBURY","CT","06488"
347585851,"130 414","1121","BRITAIN","RD","SOUTHBURY","CT","06488"
220554518,"130 414","1121","BRITAIN","RD","SOUTHBURY","CT","06488"
207195534,"130 414","1121","BRITAIN","RD","SOUTHBURY","CT","06488"
108350073,"130 414","1121","BRITAIN","RD","SOUTHBURY","CT","06488"
104597127,"130 414","1121","BRITAIN","RD","SOUTHBURY","CT","06488"
6500484,"130 414","1121","BRITAIN","RD","SOUTHBURY","CT","06488"
101745574,"130 414","1121","BRITAIN","RD","SOUTHBURY","CT","06488"
120628239,"121 12/022-A00","370R","OLD COLCHESTER","RD","SALEM","CT","06420"
13649615,"121 12/022-A00","370R","OLD COLCHESTER","RD","SALEM","CT","06420"
203134144,"104 051-002-036.000-0000","80","CASE","ST","NORWICH","CT","06360"
120682031,"104 051-002-036.000-0000","80","CASE","ST","NORWICH","CT","06360"
13658930,"104 051-002-036.000-0000","80","CASE","ST","NORWICH","CT","06360"
201967062,"104 053-002-085.000-0000","35R","LAMBERT","DR","NORWICH","CT","06360"
120488513,"104 053-002-085.000-0000","35R","LAMBERT","DR","NORWICH","CT","06360"
13572476,"104 053-002-085.000-0000","35R","LAMBERT","DR","NORWICH","CT","06360"
202088521,"104 058-002-027.000-0000","168R","TOWN","ST","NORWICH","CT","06360"
120508219,"104 058-002-027.000-0000","168R","TOWN","ST","NORWICH","CT","06360"
13582391,"104 058-002-027.000-0000","168R","TOWN","ST","NORWICH","CT","06360"
202239927,"104 059-001-052.000-0000","56R","WIGHTMAN","AVE","NORWICH","CT","06360"
120533174,"104 059-001-052.000-0000","56R","WIGHTMAN","AVE","NORWICH","CT","06360"
13594890,"104 059-001-052.000-0000","56R","WIGHTMAN","AVE","NORWICH","CT","06360"
358443515,"130 816","108","COUNTRY WOODS","LN","SOUTHBURY","CT","06488"
357416178,"130 816","108","COUNTRY WOODS","LN","SOUTHBURY","CT","06488"
230198584,"130 816","108","COUNTRY WOODS","LN","SOUTHBURY","CT","06488"
347692279,"130 816","108","COUNTRY WOODS","LN","SOUTHBURY","CT","06488"
220648674,"130 816","108","COUNTRY WOODS","LN","SOUTHBURY","CT","06488"
207287053,"130 816","108","COUNTRY WOODS","LN","SOUTHBURY","CT","06488"
108365231,"130 816","108","COUNTRY WOODS","LN","SOUTHBURY","CT","06488"
104610942,"130 816","108","COUNTRY WOODS","LN","SOUTHBURY","CT","06488"
6145970,"130 816","108","COUNTRY WOODS","LN","SOUTHBURY","CT","06488"
101757830,"130 816","108","COUNTRY WOODS","LN","SOUTHBURY","CT","06488"
358723128,"130 1584","406","ROXBURY","RD","SOUTHBURY","CT","06488"
357694151,"130 1584","406","ROXBURY","RD","SOUTHBURY","CT","06488"
347937031,"130 1584","406","ROXBURY","RD","SOUTHBURY","CT","06488"
230387459,"130 1584","406","ROXBURY","RD","SOUTHBURY","CT","06488"
220860263,"130 1584","406","ROXBURY","RD","SOUTHBURY","CT","06488"
207494021,"130 1584","406","ROXBURY","RD","SOUTHBURY","CT","06488"
108400195,"130 1584","406","ROXBURY","RD","SOUTHBURY","CT","06488"
104642737,"130 1584","406","ROXBURY","RD","SOUTHBURY","CT","06488"
6205186,"130 1584","406","ROXBURY","RD","SOUTHBURY","CT","06488"
101785731,"130 1584","406","ROXBURY","RD","SOUTHBURY","CT","06488"
358844610,"130 1678","71","ROXBURY","RD","SOUTHBURY","CT","06488"
357810346,"130 1678","71","ROXBURY","RD","SOUTHBURY","CT","06488"
230473238,"130 1678","71","ROXBURY","RD","SOUTHBURY","CT","06488"
348039530,"130 1678","71","ROXBURY","RD","SOUTHBURY","CT","06488"
220948012,"130 1678","71","ROXBURY","RD","SOUTHBURY","CT","06488"
207583692,"130 1678","71","ROXBURY","RD","SOUTHBURY","CT","06488"
108414575,"130 1678","71","ROXBURY","RD","SOUTHBURY","CT","06488"
104656177,"130 1678","71","ROXBURY","RD","SOUTHBURY","CT","06488"
6235731,"130 1678","71","ROXBURY","RD","SOUTHBURY","CT","06488"
101797274,"130 1678","71","ROXBURY","RD","SOUTHBURY","CT","06488"
358894086,"130 1701","8","ISLAND BAY","CIR","GUILFORD","CT","06437"
230508184,"130 1701","8","ISLAND BAY","CIR","GUILFORD","CT","06437"
348081997,"130 1701","8","ISLAND BAY","CIR","GUILFORD","CT","06437"
220982280,"130 1701","8","ISLAND BAY","CIR","GUILFORD","CT","06437"
207621139,"130 1701","8","ISLAND BAY","CIR","GUILFORD","CT","06437"
108420456,"130 1701","8","ISLAND BAY","CIR","GUILFORD","CT","06437"
104661614,"130 1701","8","ISLAND BAY","CIR","GUILFORD","CT","06437"
6242068,"130 1701","8","ISLAND BAY","CIR","GUILFORD","CT","06437"
101801939,"130 1701","8","ISLAND BAY","CIR","GUILFORD","CT","06437"
358929848,"130 1729","452","HERITAGE","RD","SOUTHBURY","CT","06488"
348112765,"130 1729","452","HERITAGE","RD","SOUTHBURY","CT","06488"
230533117,"130 1729","452","HERITAGE","RD","SOUTHBURY","CT","06488"
221008408,"130 1729","452","HERITAGE","RD","SOUTHBURY","CT","06488"
207648433,"130 1729","452","HERITAGE","RD","SOUTHBURY","CT","06488"
108424830,"130 1729","452","HERITAGE","RD","SOUTHBURY","CT","06488"
104665464,"130 1729","452","HERITAGE","RD","SOUTHBURY","CT","06488"
6263871,"130 1729","452","HERITAGE","RD","SOUTHBURY","CT","06488"
101805363,"130 1729","452","HERITAGE","RD","SOUTHBURY","CT","06488"
358964669,"130 1732","316","HERITAGE","VLG","SOUTHBURY","CT","06488"
230558054,"130 1732","316","HERITAGE","VLG","SOUTHBURY","CT","06488"
348139673,"130 1732","316","HERITAGE","VLG","SOUTHBURY","CT","06488"
221035678,"130 1732","316","HERITAGE","VLG","SOUTHBURY","CT","06488"
207673353,"130 1732","316","HERITAGE","VLG","SOUTHBURY","CT","06488"
108429073,"130 1732","316","HERITAGE","VLG","SOUTHBURY","CT","06488"
104669363,"130 1732","316","HERITAGE","VLG","SOUTHBURY","CT","06488"
6280812,"130 1732","316","HERITAGE","VLG","SOUTHBURY","CT","06488"
101808759,"130 1732","316","HERITAGE","VLG","SOUTHBURY","CT","06488"
358974890,"130 179","58","ROBINSON","LN","SOUTHBURY","CT","06488"
230564369,"130 179","58","ROBINSON","LN","SOUTHBURY","CT","06488"
348147931,"130 179","58","ROBINSON","LN","SOUTHBURY","CT","06488"
221043100,"130 179","58","ROBINSON","LN","SOUTHBURY","CT","06488"
207680356,"130 179","58","ROBINSON","LN","SOUTHBURY","CT","06488"
108430220,"130 179","58","ROBINSON","LN","SOUTHBURY","CT","06488"
104670402,"130 179","58","ROBINSON","LN","SOUTHBURY","CT","06488"
6282031,"130 179","58","ROBINSON","LN","SOUTHBURY","CT","06488"
101809680,"130 179","58","ROBINSON","LN","SOUTHBURY","CT","06488"
358372730,"130 1557","184","HORSE FENCE HILL","RD","SOUTHBURY","CT","06488"
357341018,"130 1557","184","HORSE FENCE HILL","RD","SOUTHBURY","CT","06488"
230151439,"130 1557","184","HORSE FENCE HILL","RD","SOUTHBURY","CT","06488"
347625477,"130 1557","184","HORSE FENCE HILL","RD","SOUTHBURY","CT","06488"
220588709,"130 1557","184","HORSE FENCE HILL","RD","SOUTHBURY","CT","06488"
207230067,"130 1557","184","HORSE FENCE HILL","RD","SOUTHBURY","CT","06488"
108355781,"130 1557","184","HORSE FENCE HILL","RD","SOUTHBURY","CT","06488"
104602350,"130 1557","184","HORSE FENCE HILL","RD","SOUTHBURY","CT","06488"
6134357,"130 1557","184","HORSE FENCE HILL","RD","SOUTHBURY","CT","06488"
202352020,"104 066-001-015.000-0000","151","OTROBANDO","AVE","NORWICH","CT","06360"
120551839,"104 066-001-015.000-0000","151","OTROBANDO","AVE","NORWICH","CT","06360"
13601932,"104 066-001-015.000-0000","151","OTROBANDO","AVE","NORWICH","CT","06360"
202916486,"104 061-001-037.000-0000","6","HARVARD","TER","NORWICH","CT","06360"
120645640,"104 061-001-037.000-0000","6","HARVARD","TER","NORWICH","CT","06360"
13636432,"104 061-001-037.000-0000","6","HARVARD","TER","NORWICH","CT","06360"
203152781,"104 076-002-040.000-0000","9R","JULIAN","ST","NORWICH","CT","06360"
120685137,"104 076-002-040.000-0000","9R","JULIAN","ST","NORWICH","CT","06360"
13659067,"104 076-002-040.000-0000","9R","JULIAN","ST","NORWICH","CT","06360"
101750342,"130 1557","184","HORSE FENCE HILL","RD","SOUTHBURY","CT","06488"
358453495,"130 266","368","OLD POVERTY","RD","SOUTHBURY","CT","06488"
357427425,"130 266","368","OLD POVERTY","RD","SOUTHBURY","CT","06488"
347701373,"130 266","368","OLD POVERTY","RD","SOUTHBURY","CT","06488"
230205411,"130 266","368","OLD POVERTY","RD","SOUTHBURY","CT","06488"
220656654,"130 266","368","OLD POVERTY","RD","SOUTHBURY","CT","06488"
207295060,"130 266","368","OLD POVERTY","RD","SOUTHBURY","CT","06488"
108366519,"130 266","368","OLD POVERTY","RD","SOUTHBURY","CT","06488"
104612152,"130 266","368","OLD POVERTY","RD","SOUTHBURY","CT","06488"
6136802,"130 266","368","OLD POVERTY","RD","SOUTHBURY","CT","06488"
101758835,"130 266","368","OLD POVERTY","RD","SOUTHBURY","CT","06488"
358456162,"130 267","353","OLD POVERTY","RD","SOUTHBURY","CT","06488"
357430186,"130 267","353","OLD POVERTY","RD","SOUTHBURY","CT","06488"
230207128,"130 267","353","OLD POVERTY","RD","SOUTHBURY","CT","06488"
347703728,"130 267","353","OLD POVERTY","RD","SOUTHBURY","CT","06488"
220658808,"130 267","353","OLD POVERTY","RD","SOUTHBURY","CT","06488"
207296942,"130 267","353","OLD POVERTY","RD","SOUTHBURY","CT","06488"
108366863,"130 267","353","OLD POVERTY","RD","SOUTHBURY","CT","06488"
104612473,"130 267","353","OLD POVERTY","RD","SOUTHBURY","CT","06488"
6137517,"130 267","353","OLD POVERTY","RD","SOUTHBURY","CT","06488"
101759105,"130 267","353","OLD POVERTY","RD","SOUTHBURY","CT","06488"
358670024,"130 568","144","FLOOD BRIDGE","RD","SOUTHBURY","CT","06488"
357642714,"130 568","144","FLOOD BRIDGE","RD","SOUTHBURY","CT","06488"
347890975,"130 568","144","FLOOD BRIDGE","RD","SOUTHBURY","CT","06488"
230350015,"130 568","144","FLOOD BRIDGE","RD","SOUTHBURY","CT","06488"
220819771,"130 568","144","FLOOD BRIDGE","RD","SOUTHBURY","CT","06488"
207456714,"130 568","144","FLOOD BRIDGE","RD","SOUTHBURY","CT","06488"
108393712,"130 568","144","FLOOD BRIDGE","RD","SOUTHBURY","CT","06488"
104636847,"130 568","144","FLOOD BRIDGE","RD","SOUTHBURY","CT","06488"
6186141,"130 568","144","FLOOD BRIDGE","RD","SOUTHBURY","CT","06488"
101780443,"130 568","144","FLOOD BRIDGE","RD","SOUTHBURY","CT","06488"
359243027,"130 317","163","EAGLE VIEW","RD","SOUTHBURY","CT","06488"
348375777,"130 317","163","EAGLE VIEW","RD","SOUTHBURY","CT","06488"
230759114,"130 317","163","EAGLE VIEW","RD","SOUTHBURY","CT","06488"
203270787,"104 091-002-021.000-0000","11","STARRWOOD","DR","NORWICH","CT","06360"
13618061,"104 091-002-021.000-0000","11","STARRWOOD","DR","NORWICH","CT","06360"
120704594,"104 091-002-021.000-0000","11","STARRWOOD","DR","NORWICH","CT","06360"
204027457,"104 076-003-020.000-0000","17R","MOHEGAN","RD","NORWICH","CT","06360"
120835168,"104 076-003-020.000-0000","17R","MOHEGAN","RD","NORWICH","CT","06360"
13639610,"104 076-003-020.000-0000","17R","MOHEGAN","RD","NORWICH","CT","06360"
204616880,"104 084-003-030.000-0000","19","LINCOLN","AVE","NORWICH","CT","06360"
120933230,"104 084-003-030.000-0000","19","LINCOLN","AVE","NORWICH","CT","06360"
13650582,"104 084-003-030.000-0000","19","LINCOLN","AVE","NORWICH","CT","06360"
201879343,"104 077-001-009.000-0000","46","REYNOLDS","RD","NORWICH","CT","06360"
120473763,"104 077-001-009.000-0000","46","REYNOLDS","RD","NORWICH","CT","06360"
13563749,"104 077-001-009.000-0000","46","REYNOLDS","RD","NORWICH","CT","06360"
203230425,"104 102-002-027.000-0000","46R","UNION","ST","NORWICH","CT","06360"
120697602,"104 102-002-027.000-0000","46R","UNION","ST","NORWICH","CT","06360"
13637610,"104 102-002-027.000-0000","46R","UNION","ST","NORWICH","CT","06360"
202008565,"104 107-001-031.000-0000","29A","CHERRY HILL","RD","NORWICH","CT","06360"
120495301,"104 107-001-031.000-0000","29A","CHERRY HILL","RD","NORWICH","CT","06360"
13576722,"104 107-001-031.000-0000","29A","CHERRY HILL","RD","NORWICH","CT","06360"
202162469,"104 100-003-068.000-0000","380","NEW LONDON","TPKE","NORWICH","CT","06360"
120520253,"104 100-003-068.000-0000","380","NEW LONDON","TPKE","NORWICH","CT","06360"
13584364,"104 100-003-068.000-0000","380","NEW LONDON","TPKE","NORWICH","CT","06360"
221251040,"130 317","163","EAGLE VIEW","RD","SOUTHBURY","CT","06488"
207879087,"130 317","163","EAGLE VIEW","RD","SOUTHBURY","CT","06488"
108462745,"130 317","163","EAGLE VIEW","RD","SOUTHBURY","CT","06488"
104700760,"130 317","163","EAGLE VIEW","RD","SOUTHBURY","CT","06488"
6310441,"130 317","163","EAGLE VIEW","RD","SOUTHBURY","CT","06488"
359347254,"130 3190","150","GEORGES HILL","RD","SOUTHBURY","CT","06488"
348471184,"130 3190","150","GEORGES HILL","RD","SOUTHBURY","CT","06488"
230833330,"130 3190","150","GEORGES HILL","RD","SOUTHBURY","CT","06488"
221331862,"130 3190","150","GEORGES HILL","RD","SOUTHBURY","CT","06488"
207956950,"130 3190","150","GEORGES HILL","RD","SOUTHBURY","CT","06488"
108475539,"130 3190","150","GEORGES HILL","RD","SOUTHBURY","CT","06488"
104712431,"130 3190","150","GEORGES HILL","RD","SOUTHBURY","CT","06488"
6329677,"130 3190","150","GEORGES HILL","RD","SOUTHBURY","CT","06488"
101853502,"130 3190","150","GEORGES HILL","RD","SOUTHBURY","CT","06488"
359383997,"130 3152","1116","BULLET HILL","RD","SOUTHBURY","CT","06488"
348503922,"130 3152","1116","BULLET HILL","RD","SOUTHBURY","CT","06488"
230859908,"130 3152","1116","BULLET HILL","RD","SOUTHBURY","CT","06488"
221360421,"130 3152","1116","BULLET HILL","RD","SOUTHBURY","CT","06488"
207984030,"130 3152","1116","BULLET HILL","RD","SOUTHBURY","CT","06488"
108479716,"130 3152","1116","BULLET HILL","RD","SOUTHBURY","CT","06488"
104716650,"130 3152","1116","BULLET HILL","RD","SOUTHBURY","CT","06488"
6334455,"130 3152","1116","BULLET HILL","RD","SOUTHBURY","CT","06488"
101857925,"130 3152","1116","BULLET HILL","RD","SOUTHBURY","CT","06488"
359493300,"130 1832","88","DUBLIN HILL","RD","SOUTHBURY","CT","06488"
348601172,"130 1832","88","DUBLIN HILL","RD","SOUTHBURY","CT","06488"
230941312,"130 1832","88","DUBLIN HILL","RD","SOUTHBURY","CT","06488"
221438471,"130 1832","88","DUBLIN HILL","RD","SOUTHBURY","CT","06488"
208069570,"130 1832","88","DUBLIN HILL","RD","SOUTHBURY","CT","06488"
108492744,"130 1832","88","DUBLIN HILL","RD","SOUTHBURY","CT","06488"
104728826,"130 1832","88","DUBLIN HILL","RD","SOUTHBURY","CT","06488"
6347105,"130 1832","88","DUBLIN HILL","RD","SOUTHBURY","CT","06488"
101871132,"130 1832","88","DUBLIN HILL","RD","SOUTHBURY","CT","06488"
202288322,"104 100-002-059.000-0000","135R","MAPLE","ST","NORWICH","CT","06360"
120541129,"104 100-002-059.000-0000","135R","MAPLE","ST","NORWICH","CT","06360"
13593464,"104 100-002-059.000-0000","135R","MAPLE","ST","NORWICH","CT","06360"
202344662,"104 108-002-060.000-0000","452R","NEW LONDON","TPKE","NORWICH","CT","06360"
120550599,"104 108-002-060.000-0000","452R","NEW LONDON","TPKE","NORWICH","CT","06360"
13599415,"104 108-002-060.000-0000","452R","NEW LONDON","TPKE","NORWICH","CT","06360"
203622991,"104 109-003-017.000-0000","106","SUMMIT","ST","NORWICH","CT","06360"
120764668,"104 109-003-017.000-0000","106","SUMMIT","ST","NORWICH","CT","06360"
13694750,"104 109-003-017.000-0000","106","SUMMIT","ST","NORWICH","CT","06360"
203678249,"104 102-006-058.000-0000","100R","CHELSEA HARBOR","DR","NORWICH","CT","06360"
120773953,"104 102-006-058.000-0000","100R","CHELSEA HARBOR","DR","NORWICH","CT","06360"
13695704,"104 102-006-058.000-0000","100R","CHELSEA HARBOR","DR","NORWICH","CT","06360"
13697160,"104 101-004-050.000-0000","46","MAIN","ST","NORWICH","CT","06360"
358389231,"130 2407","74","STERLING","RDG","SOUTHBURY","CT","06488"
357360385,"130 2407","74","STERLING","RDG","SOUTHBURY","CT","06488"
230162841,"130 2407","74","STERLING","RDG","SOUTHBURY","CT","06488"
347642219,"130 2407","74","STERLING","RDG","SOUTHBURY","CT","06488"
220604044,"130 2407","74","STERLING","RDG","SOUTHBURY","CT","06488"
207243803,"130 2407","74","STERLING","RDG","SOUTHBURY","CT","06488"
108358165,"130 2407","74","STERLING","RDG","SOUTHBURY","CT","06488"
104604488,"130 2407","74","STERLING","RDG","SOUTHBURY","CT","06488"
6426921,"130 2407","74","STERLING","RDG","SOUTHBURY","CT","06488"
101752186,"130 2407","74","STERLING","RDG","SOUTHBURY","CT","06488"
13572381,"104 110-001-002.000-0000","190","THAMES","ST","NORWICH","CT","06360"
120497311,"104 110-001-002.000-0000","190","THAMES","ST","NORWICH","CT","06360"
202020854,"104 110-001-002.000-0000","190","THAMES","ST","NORWICH","CT","06360"
202663615,"104 118-003-004.000-0000","160","SPRUCE","ST","NORWICH","CT","06360"
120604196,"104 118-003-004.000-0000","160","SPRUCE","ST","NORWICH","CT","06360"
13626459,"104 118-003-004.000-0000","160","SPRUCE","ST","NORWICH","CT","06360"
358751362,"130 2051","511","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
357721499,"130 2051","511","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
347960696,"130 2051","511","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
230408247,"130 2051","511","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
220882047,"130 2051","511","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
207515143,"130 2051","511","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
108403585,"130 2051","511","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
104645986,"130 2051","511","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
6150308,"130 2051","511","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
358882145,"130 2043","693","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
230499415,"130 2043","693","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
348071376,"130 2043","693","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
220973786,"130 2043","693","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
207611973,"130 2043","693","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
108419028,"130 2043","693","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
104660325,"130 2043","693","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
6187110,"130 2043","693","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
101800795,"130 2043","693","OLD WATERBURY","RD","SOUTHBURY","CT","06488"
13627059,"104 118-002-028.000-0000","68","THERMOS","AVE","NORWICH","CT","06360"
202687643,"104 118-002-028.000-0000","68","THERMOS","AVE","NORWICH","CT","06360"
120608189,"104 118-002-028.000-0000","68","THERMOS","AVE","NORWICH","CT","06360"
203102327,"147 063/006-01/1065","1063","EKONK HILL","RD","VOLUNTOWN","CT","06384"
120676777,"147 063/006-01/1065","1063","EKONK HILL","RD","VOLUNTOWN","CT","06384"
13659760,"147 063/006-01/1065","1063","EKONK HILL","RD","VOLUNTOWN","CT","06384"
202525339,"073 17/005-0018","113A","STRAWBERRY","ST","LISBON","CT","06351"
120581518,"073 17/005-0018","113A","STRAWBERRY","ST","LISBON","CT","06351"
13603326,"073 17/005-0018","113A","STRAWBERRY","ST","LISBON","CT","06351"
202721687,"104 006-001-033.000-0000","110","BALTIC","RD","NORWICH","CT","06360"
120613683,"104 006-001-033.000-0000","110","BALTIC","RD","NORWICH","CT","06360"
13620307,"104 006-001-033.000-0000","110","BALTIC","RD","NORWICH","CT","06360"
202834366,"104 012-001-011.000-0000","318","OLD CANTERBURY","TPKE","NORWICH","CT","06360"
120631995,"104 012-001-011.000-0000","318","OLD CANTERBURY","TPKE","NORWICH","CT","06360"
13629247,"104 012-001-011.000-0000","318","OLD CANTERBURY","TPKE","NORWICH","CT","06360"
